source,target,correlation,direct,cor
ASV_8,ASV_506,1,undirected,+
ASV_780,ASV_506,1,undirected,+
ASV_2162,ASV_506,-1,undirected,-
ASV_1421,ASV_506,1,undirected,+
ASV_1156,ASV_506,1,undirected,+
ASV_852,ASV_506,1,undirected,+
ASV_1276,ASV_506,1,undirected,+
ASV_5853,ASV_506,1,undirected,+
ASV_1960,ASV_506,1,undirected,+
ASV_355,ASV_506,1,undirected,+
ASV_586,ASV_506,-1,undirected,-
ASV_494,ASV_506,-1,undirected,-
ASV_1735,ASV_506,-1,undirected,-
ASV_1284,ASV_506,-1,undirected,-
ASV_956,ASV_506,1,undirected,+
ASV_5890,ASV_506,-1,undirected,-
ASV_941,ASV_506,1,undirected,+
ASV_1628,ASV_506,1,undirected,+
ASV_1160,ASV_506,1,undirected,+
ASV_6043,ASV_506,-1,undirected,-
ASV_35,ASV_170,1,undirected,+
ASV_185,ASV_170,1,undirected,+
ASV_24,ASV_170,-1,undirected,-
ASV_107,ASV_170,1,undirected,+
ASV_866,ASV_170,-1,undirected,-
ASV_963,ASV_170,1,undirected,+
ASV_418,ASV_170,-1,undirected,-
ASV_470,ASV_170,-1,undirected,-
ASV_947,ASV_170,-1,undirected,-
ASV_729,ASV_170,-1,undirected,-
ASV_506,ASV_170,-1,undirected,-
ASV_1029,ASV_170,-1,undirected,-
ASV_1245,ASV_170,1,undirected,+
ASV_1902,ASV_170,1,undirected,+
ASV_314,ASV_170,-1,undirected,-
ASV_402,ASV_170,-1,undirected,-
ASV_100,ASV_170,-1,undirected,-
ASV_535,ASV_170,1,undirected,+
ASV_377,ASV_170,1,undirected,+
ASV_629,ASV_170,-1,undirected,-
ASV_8,ASV_170,-1,undirected,-
ASV_780,ASV_170,-1,undirected,-
ASV_2162,ASV_170,1,undirected,+
ASV_1421,ASV_170,-1,undirected,-
ASV_1156,ASV_170,-1,undirected,-
ASV_852,ASV_170,-1,undirected,-
ASV_1276,ASV_170,-1,undirected,-
ASV_5853,ASV_170,-1,undirected,-
ASV_1960,ASV_170,-1,undirected,-
ASV_355,ASV_170,-1,undirected,-
ASV_586,ASV_170,1,undirected,+
ASV_494,ASV_170,1,undirected,+
ASV_1735,ASV_170,1,undirected,+
ASV_1284,ASV_170,1,undirected,+
ASV_956,ASV_170,-1,undirected,-
ASV_5890,ASV_170,1,undirected,+
ASV_941,ASV_170,-1,undirected,-
ASV_1628,ASV_170,-1,undirected,-
ASV_1160,ASV_170,-1,undirected,-
ASV_6043,ASV_170,1,undirected,+
ASV_35,ASV_1029,-1,undirected,-
ASV_185,ASV_1029,-1,undirected,-
ASV_24,ASV_1029,1,undirected,+
ASV_107,ASV_1029,-1,undirected,-
ASV_866,ASV_1029,1,undirected,+
ASV_963,ASV_1029,-1,undirected,-
ASV_418,ASV_1029,1,undirected,+
ASV_470,ASV_1029,1,undirected,+
ASV_947,ASV_1029,1,undirected,+
ASV_729,ASV_1029,1,undirected,+
ASV_506,ASV_1029,1,undirected,+
ASV_170,ASV_1029,-1,undirected,-
ASV_1245,ASV_1029,-1,undirected,-
ASV_1902,ASV_1029,-1,undirected,-
ASV_314,ASV_1029,1,undirected,+
ASV_402,ASV_1029,1,undirected,+
ASV_100,ASV_1029,1,undirected,+
ASV_535,ASV_1029,-1,undirected,-
ASV_377,ASV_1029,-1,undirected,-
ASV_629,ASV_1029,1,undirected,+
ASV_8,ASV_1029,1,undirected,+
ASV_780,ASV_1029,1,undirected,+
ASV_2162,ASV_1029,-1,undirected,-
ASV_1421,ASV_1029,1,undirected,+
ASV_1156,ASV_1029,1,undirected,+
ASV_852,ASV_1029,1,undirected,+
ASV_1276,ASV_1029,1,undirected,+
ASV_5853,ASV_1029,1,undirected,+
ASV_1960,ASV_1029,1,undirected,+
ASV_355,ASV_1029,1,undirected,+
ASV_586,ASV_1029,-1,undirected,-
ASV_494,ASV_1029,-1,undirected,-
ASV_1735,ASV_1029,-1,undirected,-
ASV_1284,ASV_1029,-1,undirected,-
ASV_956,ASV_1029,1,undirected,+
ASV_5890,ASV_1029,-1,undirected,-
ASV_941,ASV_1029,1,undirected,+
ASV_1628,ASV_1029,1,undirected,+
ASV_1160,ASV_1029,1,undirected,+
ASV_6043,ASV_1029,-1,undirected,-
ASV_35,ASV_1245,1,undirected,+
ASV_185,ASV_1245,1,undirected,+
ASV_24,ASV_1245,-1,undirected,-
ASV_107,ASV_1245,1,undirected,+
ASV_866,ASV_1245,-1,undirected,-
ASV_963,ASV_1245,1,undirected,+
ASV_418,ASV_1245,-1,undirected,-
ASV_470,ASV_1245,-1,undirected,-
ASV_947,ASV_1245,-1,undirected,-
ASV_729,ASV_1245,-1,undirected,-
ASV_506,ASV_1245,-1,undirected,-
ASV_170,ASV_1245,1,undirected,+
ASV_1029,ASV_1245,-1,undirected,-
ASV_1902,ASV_1245,1,undirected,+
ASV_314,ASV_1245,-1,undirected,-
ASV_402,ASV_1245,-1,undirected,-
ASV_100,ASV_1245,-1,undirected,-
ASV_535,ASV_1245,1,undirected,+
ASV_377,ASV_1245,1,undirected,+
ASV_629,ASV_1245,-1,undirected,-
ASV_8,ASV_1245,-1,undirected,-
ASV_780,ASV_1245,-1,undirected,-
ASV_2162,ASV_1245,1,undirected,+
ASV_1421,ASV_1245,-1,undirected,-
ASV_1156,ASV_1245,-1,undirected,-
ASV_852,ASV_1245,-1,undirected,-
ASV_1276,ASV_1245,-1,undirected,-
ASV_5853,ASV_1245,-1,undirected,-
ASV_1960,ASV_1245,-1,undirected,-
ASV_355,ASV_1245,-1,undirected,-
ASV_586,ASV_1245,1,undirected,+
ASV_494,ASV_1245,1,undirected,+
ASV_1735,ASV_1245,1,undirected,+
ASV_1284,ASV_1245,1,undirected,+
ASV_956,ASV_1245,-1,undirected,-
ASV_5890,ASV_1245,1,undirected,+
ASV_941,ASV_1245,-1,undirected,-
ASV_1628,ASV_1245,-1,undirected,-
ASV_1160,ASV_1245,-1,undirected,-
ASV_6043,ASV_1245,1,undirected,+
ASV_35,ASV_1902,1,undirected,+
ASV_185,ASV_1902,1,undirected,+
ASV_24,ASV_1902,-1,undirected,-
ASV_107,ASV_1902,1,undirected,+
ASV_866,ASV_1902,-1,undirected,-
ASV_963,ASV_1902,1,undirected,+
ASV_418,ASV_1902,-1,undirected,-
ASV_470,ASV_1902,-1,undirected,-
ASV_947,ASV_1902,-1,undirected,-
ASV_729,ASV_1902,-1,undirected,-
ASV_506,ASV_1902,-1,undirected,-
ASV_170,ASV_1902,1,undirected,+
ASV_1029,ASV_1902,-1,undirected,-
ASV_1245,ASV_1902,1,undirected,+
ASV_314,ASV_1902,-1,undirected,-
ASV_402,ASV_1902,-1,undirected,-
ASV_100,ASV_1902,-1,undirected,-
ASV_535,ASV_1902,1,undirected,+
ASV_377,ASV_1902,1,undirected,+
ASV_629,ASV_1902,-1,undirected,-
ASV_8,ASV_1902,-1,undirected,-
ASV_780,ASV_1902,-1,undirected,-
ASV_2162,ASV_1902,1,undirected,+
ASV_1421,ASV_1902,-1,undirected,-
ASV_1156,ASV_1902,-1,undirected,-
ASV_852,ASV_1902,-1,undirected,-
ASV_1276,ASV_1902,-1,undirected,-
ASV_5853,ASV_1902,-1,undirected,-
ASV_1960,ASV_1902,-1,undirected,-
ASV_355,ASV_1902,-1,undirected,-
ASV_586,ASV_1902,1,undirected,+
ASV_494,ASV_1902,1,undirected,+
ASV_1735,ASV_1902,1,undirected,+
ASV_1284,ASV_1902,1,undirected,+
ASV_956,ASV_1902,-1,undirected,-
ASV_5890,ASV_1902,1,undirected,+
ASV_941,ASV_1902,-1,undirected,-
ASV_1628,ASV_1902,-1,undirected,-
ASV_1160,ASV_1902,-1,undirected,-
ASV_6043,ASV_1902,1,undirected,+
ASV_35,ASV_314,-1,undirected,-
ASV_185,ASV_314,-1,undirected,-
ASV_24,ASV_314,1,undirected,+
ASV_107,ASV_314,-1,undirected,-
ASV_866,ASV_314,1,undirected,+
ASV_963,ASV_314,-1,undirected,-
ASV_418,ASV_314,1,undirected,+
ASV_470,ASV_314,1,undirected,+
ASV_947,ASV_314,1,undirected,+
ASV_729,ASV_314,1,undirected,+
ASV_506,ASV_314,1,undirected,+
ASV_170,ASV_314,-1,undirected,-
ASV_1029,ASV_314,1,undirected,+
ASV_1245,ASV_314,-1,undirected,-
ASV_1902,ASV_314,-1,undirected,-
ASV_402,ASV_314,1,undirected,+
ASV_100,ASV_314,1,undirected,+
ASV_535,ASV_314,-1,undirected,-
ASV_377,ASV_314,-1,undirected,-
ASV_629,ASV_314,1,undirected,+
ASV_8,ASV_314,1,undirected,+
ASV_780,ASV_314,1,undirected,+
ASV_2162,ASV_314,-1,undirected,-
ASV_1421,ASV_314,1,undirected,+
ASV_1156,ASV_314,1,undirected,+
ASV_852,ASV_314,1,undirected,+
ASV_1276,ASV_314,1,undirected,+
ASV_5853,ASV_314,1,undirected,+
ASV_1960,ASV_314,1,undirected,+
ASV_355,ASV_314,1,undirected,+
ASV_586,ASV_314,-1,undirected,-
ASV_494,ASV_314,-1,undirected,-
ASV_1735,ASV_314,-1,undirected,-
ASV_1284,ASV_314,-1,undirected,-
ASV_956,ASV_314,1,undirected,+
ASV_5890,ASV_314,-1,undirected,-
ASV_941,ASV_314,1,undirected,+
ASV_1628,ASV_314,1,undirected,+
ASV_1160,ASV_314,1,undirected,+
ASV_6043,ASV_314,-1,undirected,-
ASV_35,ASV_402,-1,undirected,-
ASV_185,ASV_402,-1,undirected,-
ASV_24,ASV_402,1,undirected,+
ASV_107,ASV_402,-1,undirected,-
ASV_866,ASV_402,1,undirected,+
ASV_963,ASV_402,-1,undirected,-
ASV_418,ASV_402,1,undirected,+
ASV_470,ASV_402,1,undirected,+
ASV_947,ASV_402,1,undirected,+
ASV_729,ASV_402,1,undirected,+
ASV_506,ASV_402,1,undirected,+
ASV_170,ASV_402,-1,undirected,-
ASV_1029,ASV_402,1,undirected,+
ASV_1245,ASV_402,-1,undirected,-
ASV_1902,ASV_402,-1,undirected,-
ASV_314,ASV_402,1,undirected,+
ASV_100,ASV_402,1,undirected,+
ASV_535,ASV_402,-1,undirected,-
ASV_377,ASV_402,-1,undirected,-
ASV_629,ASV_402,1,undirected,+
ASV_8,ASV_402,1,undirected,+
ASV_780,ASV_402,1,undirected,+
ASV_2162,ASV_402,-1,undirected,-
ASV_1421,ASV_402,1,undirected,+
ASV_1156,ASV_402,1,undirected,+
ASV_852,ASV_402,1,undirected,+
ASV_1276,ASV_402,1,undirected,+
ASV_5853,ASV_402,1,undirected,+
ASV_1960,ASV_402,1,undirected,+
ASV_355,ASV_402,1,undirected,+
ASV_586,ASV_402,-1,undirected,-
ASV_494,ASV_402,-1,undirected,-
ASV_1735,ASV_402,-1,undirected,-
ASV_1284,ASV_402,-1,undirected,-
ASV_956,ASV_402,1,undirected,+
ASV_5890,ASV_402,-1,undirected,-
ASV_941,ASV_402,1,undirected,+
ASV_1628,ASV_402,1,undirected,+
ASV_1160,ASV_402,1,undirected,+
ASV_6043,ASV_402,-1,undirected,-
ASV_35,ASV_100,-1,undirected,-
ASV_185,ASV_100,-1,undirected,-
ASV_24,ASV_100,1,undirected,+
ASV_107,ASV_100,-1,undirected,-
ASV_866,ASV_100,1,undirected,+
ASV_963,ASV_100,-1,undirected,-
ASV_418,ASV_100,1,undirected,+
ASV_470,ASV_100,1,undirected,+
ASV_947,ASV_100,1,undirected,+
ASV_729,ASV_100,1,undirected,+
ASV_506,ASV_100,1,undirected,+
ASV_170,ASV_100,-1,undirected,-
ASV_1029,ASV_100,1,undirected,+
ASV_1245,ASV_100,-1,undirected,-
ASV_1902,ASV_100,-1,undirected,-
ASV_314,ASV_100,1,undirected,+
ASV_402,ASV_100,1,undirected,+
ASV_535,ASV_100,-1,undirected,-
ASV_377,ASV_100,-1,undirected,-
ASV_629,ASV_100,1,undirected,+
ASV_8,ASV_100,1,undirected,+
ASV_780,ASV_100,1,undirected,+
ASV_2162,ASV_100,-1,undirected,-
ASV_1421,ASV_100,1,undirected,+
